time [s],button1_clicks,button2_clicks,button_state_1,button_state_2,
17.63,51,4,1,1,
17.64,51,4,1,1,
17.65,51,4,1,1,
17.66,51,4,1,1,
17.67,51,4,1,1,
17.68,51,4,1,1,
17.69,51,4,1,1,
17.7,51,4,1,1,
17.71,51,4,1,1,
17.72,51,4,1,1,
17.73,51,4,1,1,
17.74,51,4,1,1,
17.75,51,4,1,1,
17.76,51,4,1,1,
17.77,51,4,1,1,
17.78,51,4,1,1,
17.79,51,4,1,1,
17.8,51,4,1,1,
17.81,51,4,1,1,
17.82,51,4,1,1,
17.83,51,4,1,1,
17.84,51,4,1,1,
17.85,51,4,1,1,
17.86,51,4,1,1,
17.87,51,4,1,1,
17.88,51,4,1,1,
17.89,51,4,1,1,
17.9,51,4,1,1,
17.91,51,4,1,1,
17.92,51,4,1,1,
17.93,51,4,1,1,
17.94,51,4,1,1,
17.95,51,4,1,1,
17.96,51,4,1,1,
17.97,51,4,1,1,
17.98,51,4,1,1,
17.99,51,4,1,1,
18,51,4,1,1,
18.01,51,4,1,1,
18.02,51,4,1,1,
18.03,51,4,1,1,
18.04,51,4,1,1,
18.05,51,4,1,1,
18.06,51,4,1,1,
18.07,51,4,1,1,
18.08,51,4,1,1,
18.09,51,4,1,1,
18.1,51,4,1,1,
18.11,51,4,1,1,
18.12,51,4,1,1,
18.13,51,4,1,1,
18.14,51,4,1,1,
18.15,51,4,1,1,
18.16,51,4,1,1,
18.17,51,4,1,1,
18.18,51,4,1,1,
18.19,51,4,1,1,
18.2,51,4,1,1,
18.21,51,4,1,1,
18.22,51,4,1,1,
18.23,51,4,1,1,
18.24,51,4,1,1,
18.25,51,4,1,1,
18.26,51,4,1,1,
18.27,51,4,1,1,
18.28,51,4,1,1,
18.29,51,4,1,1,
18.3,51,4,1,1,
18.31,51,4,1,1,
18.32,51,4,1,1,
18.33,51,4,1,1,
18.34,51,4,1,1,
18.35,51,4,1,1,
18.36,51,4,1,1,
18.37,51,4,1,1,
18.38,51,4,1,1,
18.39,51,4,1,1,
18.4,51,4,1,1,
18.41,51,4,1,1,
18.42,51,4,1,1,
18.43,51,4,1,1,
18.44,51,4,1,1,
18.45,51,4,1,1,
18.46,51,4,1,1,
18.47,51,4,1,1,
18.48,51,4,1,1,
18.49,51,4,1,1,
18.5,51,4,1,1,
18.51,51,4,1,1,
18.52,51,4,1,1,
18.53,51,4,1,1,
18.54,51,4,1,1,
18.55,51,4,1,1,
18.56,51,4,1,1,
18.57,51,4,1,1,
18.58,51,4,1,1,
18.59,51,4,1,1,
18.6,51,4,1,1,
18.61,51,4,1,1,
18.62,51,4,1,1,
18.63,51,4,1,1,
18.64,51,4,1,1,
18.65,51,4,1,1,
18.66,51,4,1,1,
18.67,51,4,1,1,
18.68,51,4,1,1,
18.69,51,4,1,1,
18.7,51,4,1,1,
18.71,51,4,1,1,
18.72,51,4,1,1,
18.73,51,4,1,1,
18.74,51,4,1,1,
18.75,51,4,1,1,
18.76,51,4,1,1,
18.77,51,4,1,1,
18.78,51,4,1,1,
18.79,51,4,1,1,
18.8,51,4,1,1,
18.81,51,4,1,1,
18.82,51,4,1,1,
18.83,51,4,1,1,
18.84,51,4,1,1,
18.85,51,4,1,1,
18.86,51,4,1,1,
18.87,51,4,1,1,
18.88,51,4,1,1,
18.89,51,4,1,1,
18.9,51,4,1,1,
18.91,51,4,1,1,
18.92,51,4,1,1,
18.93,51,4,1,1,
18.94,51,4,1,1,
18.95,51,4,1,1,
18.96,51,4,1,1,
18.97,51,4,1,1,
18.98,51,4,1,1,
18.99,51,4,1,1,
19,51,4,1,1,
19.01,51,4,1,1,
19.02,51,4,1,1,
19.03,51,4,1,1,
19.04,51,4,1,1,
19.05,51,4,1,1,
19.06,51,4,1,1,
19.07,51,4,1,1,
19.08,51,4,1,1,
19.09,51,4,1,1,
19.1,51,4,1,1,
19.11,51,4,1,1,
19.12,51,4,1,1,
19.13,51,4,1,1,
19.14,51,4,1,1,
19.15,51,4,1,1,
19.16,51,4,1,1,
19.17,51,4,1,1,
19.18,51,4,1,1,
19.19,51,4,1,1,
19.2,51,4,1,1,
19.21,51,4,1,1,
19.22,51,4,1,1,
19.23,51,4,1,1,
19.24,51,4,1,1,
19.25,51,4,1,1,
19.26,51,4,1,1,
19.27,51,4,1,1,
19.28,51,4,1,1,
19.29,51,4,1,1,
19.3,51,4,1,1,
19.31,51,4,1,1,
19.32,51,4,1,1,
19.33,51,4,1,1,
19.34,51,4,1,1,
19.35,51,4,1,1,
19.36,51,4,1,1,
19.37,51,4,1,1,
19.38,51,4,1,1,
19.39,51,4,1,1,
19.4,51,4,1,1,
19.41,51,4,1,1,
19.42,51,4,1,1,
19.43,51,4,1,1,
19.44,51,4,1,1,
19.45,51,4,1,1,
19.46,51,4,1,1,
19.47,51,4,1,1,
19.48,51,4,1,1,
19.49,51,4,1,1,
19.5,51,4,1,1,
19.51,51,4,1,0,
19.52,51,5,1,0,
19.53,51,5,1,0,
19.54,51,5,1,0,
19.55,51,5,1,0,
19.56,51,5,1,0,
19.57,51,5,1,0,
19.58,51,5,1,0,
19.59,51,5,1,0,
19.6,51,5,1,0,
19.61,51,5,1,0,
19.62,51,5,1,0,
19.63,51,5,1,0,
19.64,51,5,1,0,
19.65,51,5,1,0,
19.66,51,5,1,0,
19.67,51,5,1,0,
19.68,51,5,1,0,
19.69,51,5,1,0,
19.7,51,0,1,0,
19.71,51,0,1,0,
19.72,51,0,1,0,
19.73,51,0,1,0,
19.74,51,0,1,0,
19.75,51,0,1,0,
19.76,51,0,1,0,
19.77,51,0,1,0,
19.78,51,0,1,0,
19.79,51,0,1,0,
19.8,51,0,1,0,
19.81,51,0,1,0,
19.82,51,0,1,0,
19.83,51,0,1,0,
19.84,51,0,1,0,
19.85,51,0,1,0,
19.86,51,0,1,0,
19.87,51,0,1,0,
19.88,51,0,1,0,
19.89,51,0,1,0,
19.9,51,0,1,0,
19.91,51,0,1,0,
19.92,51,0,1,0,
19.93,51,0,1,0,
19.94,51,0,1,0,
19.95,51,0,1,0,
19.96,51,0,1,0,
19.97,51,0,1,0,
19.98,51,0,1,0,
19.99,51,0,1,0,
20,51,0,1,0,
20.01,51,0,1,0,
20.02,51,0,1,0,
20.03,51,0,1,0,
20.04,51,0,1,0,
20.05,51,0,1,0,
20.06,51,0,1,0,
20.07,51,0,1,0,
20.08,51,0,1,0,
20.09,51,0,1,0,
20.1,51,0,1,0,
20.11,51,0,1,0,
20.12,51,0,1,0,
20.13,51,0,1,0,
20.14,51,0,1,0,
20.15,51,0,1,0,
20.16,51,0,1,0,
20.17,51,0,1,0,
20.18,51,0,1,0,
20.19,51,0,1,0,
20.2,51,0,1,0,
20.21,51,0,1,0,
20.22,52,0,0,0,
20.23,52,0,0,0,
20.24,52,0,0,0,
20.25,52,0,0,0,
20.26,52,0,0,0,
20.27,52,0,0,0,
20.28,52,0,0,0,
20.29,52,0,0,0,
20.3,52,0,0,0,
20.31,52,0,0,0,
20.32,52,0,0,0,
20.33,52,0,0,0,
20.34,52,0,0,0,
20.35,52,0,0,0,
20.36,52,0,0,0,
20.37,52,0,0,0,
20.38,52,0,0,0,
20.39,52,0,0,0,
20.4,52,0,0,0,
20.41,52,0,0,0,
20.42,52,0,0,0,
20.43,52,0,0,0,
20.44,52,0,0,0,
20.45,52,0,0,0,
20.46,52,0,0,0,
20.47,52,0,0,0,
20.48,52,0,0,0,
20.49,52,0,0,0,
20.5,52,0,0,0,
20.51,52,0,0,0,
20.52,52,0,0,0,
20.53,52,0,0,0,
20.54,52,0,0,0,
20.55,52,0,0,0,
20.56,52,0,0,0,
20.57,52,0,0,0,
20.58,52,0,0,0,
20.59,52,0,0,0,
20.6,52,0,0,0,
20.61,52,0,0,0,
20.62,52,0,0,0,
20.63,52,0,0,0,
20.64,52,0,0,0,
20.65,52,0,0,0,
20.66,52,0,0,0,
20.67,52,0,0,0,
20.68,52,0,0,0,
20.69,52,0,0,0,
20.7,52,0,0,0,
20.71,52,0,0,0,
20.72,52,0,0,0,
20.73,52,0,0,0,
20.74,52,0,0,0,
20.75,52,0,0,0,
20.76,53,0,1,0,
20.77,53,0,1,0,
20.78,53,0,1,0,
20.79,53,0,1,0,
20.8,53,0,1,0,
20.81,53,0,1,0,
20.82,53,0,1,0,
20.83,53,0,1,0,
20.84,53,0,1,0,
20.85,53,0,1,0,
20.86,53,0,1,0,
20.87,53,0,1,0,
20.88,53,0,1,0,
20.89,53,0,1,0,
20.9,53,0,1,0,
20.91,53,0,1,0,
20.92,53,0,1,0,
20.93,53,0,1,0,
20.94,53,0,1,0,
20.95,53,0,1,0,
20.96,53,0,1,0,
20.97,53,0,1,0,
20.98,53,0,1,0,
20.99,53,0,1,0,
21,53,0,1,0,
21.01,53,0,1,0,
21.02,53,0,1,0,
21.03,53,0,1,0,
21.04,53,0,1,0,
21.05,53,0,1,0,
21.06,53,0,1,0,
21.07,53,0,1,0,
21.08,53,0,1,0,
21.09,53,0,1,0,
21.1,53,0,1,0,
21.11,53,0,1,0,
21.12,53,0,1,0,
21.13,53,0,1,0,
21.14,53,0,1,0,
21.15,53,0,1,0,
21.16,53,0,1,0,
21.17,53,0,1,0,
21.18,53,0,1,0,
21.19,53,0,1,0,
21.2,53,0,1,0,
21.21,53,0,1,0,
21.22,53,0,1,0,
21.23,53,0,1,0,
21.24,53,0,1,0,
21.25,53,0,1,0,
21.26,53,0,1,0,
21.27,53,0,1,0,
21.28,53,0,1,0,
21.29,53,0,1,0,
21.3,53,0,1,0,
21.31,53,0,1,0,
21.32,53,0,1,0,
21.33,53,0,1,0,
21.34,53,0,1,0,
21.35,53,0,1,0,
21.36,53,0,1,0,
21.37,53,0,1,0,
21.38,53,0,1,0,
21.39,53,0,1,0,
21.4,53,0,1,0,
21.41,53,0,1,0,
21.42,53,0,1,0,
21.43,53,0,1,0,
21.44,53,0,1,0,
21.45,53,0,1,0,
21.46,53,0,1,0,
21.47,53,0,1,0,
21.48,53,0,1,0,
21.49,53,0,1,0,
21.5,53,0,1,0,
21.51,53,0,1,0,
21.52,53,0,1,0,
21.53,53,0,1,0,
21.54,53,0,1,0,
21.55,53,0,1,0,
21.56,53,0,1,0,
21.57,53,0,1,0,
21.58,53,0,1,0,
21.59,53,0,1,0,
21.6,53,0,1,0,
21.61,53,0,1,0,
21.62,53,0,1,0,
21.63,53,0,1,0,
21.64,53,0,1,0,
21.65,53,0,1,0,
21.66,53,0,1,0,
21.67,53,0,1,0,
21.68,53,0,1,0,
21.69,53,0,1,0,
21.7,53,0,1,0,
21.71,53,0,1,0,
21.72,53,0,1,0,
21.73,53,0,1,0,
21.74,53,0,1,0,
21.75,53,0,1,0,
21.76,53,0,1,0,
21.77,53,0,1,0,
21.78,53,0,1,0,
21.79,53,0,1,0,
21.8,53,0,1,0,
21.81,53,0,1,0,
21.82,53,0,1,0,
21.83,53,0,1,0,
21.84,53,0,1,0,
21.85,53,0,1,0,
21.86,53,0,1,0,
21.87,53,0,1,0,
21.88,53,0,1,0,
21.89,53,0,1,0,
21.9,53,0,1,0,
21.91,53,0,1,0,
21.92,53,0,1,0,
21.93,53,0,1,0,
21.94,53,0,1,0,
21.95,53,0,1,0,
21.96,53,0,1,0,
21.97,53,0,1,0,
21.98,53,0,1,0,
21.99,53,0,1,0,
22,53,0,1,0,
22.01,53,0,1,0,
22.02,53,0,1,0,
22.03,53,0,1,0,
22.04,53,0,1,0,
22.05,53,0,1,0,
22.06,53,0,1,0,
22.07,53,0,1,0,
22.08,53,0,1,0,
22.09,53,0,1,0,
22.1,53,0,1,0,
22.11,53,0,1,0,
22.12,53,0,1,0,
22.13,53,0,1,0,
22.14,53,0,1,0,
22.15,53,0,1,0,
22.16,53,0,1,0,
22.17,53,0,1,0,
22.18,53,0,1,0,
22.19,53,0,1,0,
22.2,53,0,1,0,
22.21,53,0,1,0,
22.22,53,0,1,0,
22.23,53,0,1,0,
22.24,53,0,1,0,
22.25,53,0,1,0,
22.26,53,0,1,0,
22.27,53,0,1,0,
22.28,53,0,1,0,
22.29,53,0,1,0,
22.3,53,0,1,0,
22.31,53,0,1,0,
22.32,53,0,1,0,
22.33,53,0,1,0,
22.34,53,0,1,0,
22.35,53,0,1,0,
22.36,53,0,1,0,
22.37,53,0,1,0,
22.38,53,0,1,0,
22.39,53,0,1,0,
22.4,53,0,1,0,
22.41,53,0,1,0,
22.42,53,0,1,0,
22.43,53,0,1,0,
22.44,53,0,1,0,
22.45,53,0,1,0,
22.46,53,0,1,0,
22.47,53,0,1,0,
22.48,53,0,1,0,
22.49,53,0,1,0,
22.5,53,0,1,0,
22.51,53,0,1,0,
22.52,53,0,1,0,
22.53,53,0,1,0,
22.54,53,0,1,0,
22.55,53,0,1,0,
22.56,53,0,1,0,
22.57,53,0,1,0,
22.58,53,0,1,0,
22.59,53,0,1,0,
22.6,53,0,1,0,
22.61,53,0,1,0,
22.62,53,0,1,0,
22.63,53,0,1,0,
22.64,53,0,1,0,
22.65,53,0,1,0,
22.66,53,0,1,0,
22.67,53,0,1,0,
22.68,53,0,1,0,
22.69,53,0,1,0,
22.7,53,0,1,0,
22.71,53,0,1,0,
22.72,53,0,1,0,
22.73,53,0,1,0,
22.74,53,0,1,0,
22.75,53,0,1,0,
22.76,53,0,1,0,
22.77,53,0,1,0,
22.78,53,0,1,0,
22.79,53,0,1,0,
22.8,53,0,1,0,
22.81,53,0,1,0,
22.82,53,0,1,0,
22.83,53,0,1,0,
22.84,53,0,1,0,
22.85,53,0,1,0,
22.86,53,0,1,0,
22.87,53,0,1,0,
22.88,53,0,1,0,
22.89,53,0,1,0,
22.9,53,0,1,0,
22.91,53,0,1,0,
22.92,53,0,1,0,
22.93,53,0,1,0,
22.94,53,0,1,0,
22.95,53,0,1,0,
22.96,53,0,1,0,
22.97,53,0,1,0,
22.98,53,0,1,0,
22.9904,53,0,1,0,
23,53,0,1,0,
23.01,53,0,1,0,
23.02,53,0,1,0,
23.03,53,0,1,0,
23.04,53,0,1,0,
23.05,53,0,1,0,
23.06,53,0,1,0,
23.07,53,0,1,0,
23.08,53,0,1,0,
23.09,53,0,1,0,
23.1,53,0,1,0,
23.11,53,0,1,0,
23.12,53,0,1,0,
23.13,53,0,1,0,
23.14,53,0,1,0,
23.15,53,0,1,0,
23.16,53,0,1,0,
23.17,53,0,1,0,
23.18,53,0,1,0,
23.19,53,0,1,0,
23.2,53,0,1,0,
23.21,53,0,1,0,
23.22,53,0,1,0,
23.23,53,0,1,0,
23.24,53,0,1,0,
23.25,53,0,1,0,
23.26,53,0,1,0,
23.27,53,0,1,0,
23.28,53,0,1,0,
23.29,53,0,1,0,
23.3,53,0,1,0,
23.31,53,0,1,0,
23.32,53,0,1,0,
23.33,53,0,1,0,
23.34,53,0,1,0,
23.35,53,0,1,0,
23.36,53,0,1,0,
23.37,53,0,1,0,
23.38,53,0,1,0,
23.39,53,0,1,0,
23.4,53,0,1,0,
23.41,53,0,1,0,
23.42,53,0,1,0,
23.43,53,0,1,0,
23.44,53,0,1,0,
23.45,53,0,1,0,
23.46,53,0,1,0,
23.47,53,0,1,0,
23.48,53,0,1,0,
23.49,53,0,1,0,
23.5,53,0,1,0,
23.51,53,0,1,0,
23.52,53,0,1,0,
23.53,53,0,1,0,
23.54,53,0,1,0,
23.55,53,0,1,0,
23.56,53,0,1,0,
23.57,53,0,1,0,
23.58,53,0,1,0,
23.59,53,0,1,0,
23.6,53,0,1,0,
23.61,53,0,1,0,
23.62,53,0,1,0,
23.63,53,0,1,0,
23.64,53,0,1,0,
23.65,53,0,1,0,
23.66,53,0,1,0,
23.67,53,0,1,0,
23.68,53,0,1,0,
23.69,53,0,1,0,
23.7,53,0,1,0,
23.71,53,0,1,0,
23.72,53,0,1,0,
23.73,53,0,1,0,
23.74,53,0,1,0,
23.75,53,0,1,0,
23.76,53,0,1,0,
23.77,53,0,1,0,
23.78,53,0,1,0,
23.79,53,0,1,0,
23.8,53,0,1,0,
23.81,53,0,1,0,
23.82,53,0,1,0,
23.83,53,0,1,0,
23.84,53,0,1,0,
23.85,53,0,1,0,
23.86,53,0,1,0,
23.87,53,0,1,0,
23.88,53,0,1,0,
23.89,53,0,1,0,
23.9,53,0,1,0,
23.91,53,0,1,0,
23.92,53,0,1,0,
23.93,53,0,1,0,
23.94,53,0,1,0,
23.95,53,0,1,0,
23.96,53,0,1,0,
23.97,53,0,1,0,
23.98,53,0,1,0,
23.99,53,0,1,0,
24,53,0,1,0,
24.01,53,0,1,0,
24.02,53,0,1,0,
24.03,53,0,1,0,
24.04,53,0,1,0,
24.05,53,0,1,0,
24.06,53,0,1,0,
24.07,53,0,1,0,
24.08,53,0,1,0,
24.09,53,0,1,0,
24.1,53,0,1,0,
24.11,53,0,1,0,
24.12,53,0,1,0,
24.13,53,0,1,0,
24.14,53,0,1,0,
24.15,53,0,1,0,
24.16,53,0,1,0,
24.17,53,0,1,0,
24.18,53,0,1,0,
24.19,53,0,1,0,
24.2,53,0,1,0,
24.21,53,0,1,0,
24.22,53,0,1,0,
24.23,53,0,1,0,
24.24,53,0,1,0,
24.25,53,0,1,0,
24.26,53,0,1,0,
24.27,53,0,1,0,
24.28,53,0,1,0,
24.29,53,0,1,0,
24.3,53,0,1,0,
24.31,53,0,1,0,
24.32,53,0,1,0,
24.33,53,0,1,0,
24.34,53,0,1,0,
24.35,53,0,1,0,
24.36,53,0,1,0,
24.37,53,0,1,0,
24.38,53,0,1,0,
24.39,53,0,1,0,
24.4,53,0,1,0,
24.41,53,0,1,0,
24.42,53,0,1,0,
24.43,53,0,1,0,
24.44,53,0,1,0,
24.45,53,0,1,0,
24.46,53,0,1,0,
24.47,53,0,1,0,
24.48,53,0,1,0,
24.49,53,0,1,0,
24.5,53,0,1,0,
24.51,53,0,1,0,
24.52,53,0,1,0,
24.53,53,0,1,0,
24.54,53,0,1,0,
24.55,53,0,1,0,
24.56,53,0,1,0,
24.57,53,0,1,0,
24.58,53,0,1,0,
24.59,53,0,1,0,
24.6,53,0,1,0,
24.61,53,0,1,0,
24.62,53,0,1,0,
24.63,53,0,1,0,
24.64,53,0,1,0,
24.65,53,0,1,0,
24.66,53,0,1,0,
24.67,53,0,1,0,
24.68,53,0,1,0,
24.69,53,0,1,0,
24.7,53,0,1,0,
24.71,53,0,1,0,
24.72,53,0,1,0,
24.73,53,0,1,0,
24.74,53,0,1,0,
24.7501,53,0,1,0,
24.76,53,0,1,0,
24.77,53,0,1,0,
